latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
49.236,-119.927,309.6,1,1,2018-09-07,1010,A,78,6.0NRT,287,11.3,N
49.276,-120.274,300.6,1,1,2018-09-07,1010,A,28,6.0NRT,280.4,7.2,N
49.194,-119.892,318.3,1,1,2018-09-07,1010,A,97,6.0NRT,288.5,18.3,N
49.185,-119.895,311.1,1,1,2018-09-07,1010,A,82,6.0NRT,286.2,12.8,N
49.208,-120.183,307,1,1,2018-09-07,1010,A,70,6.0NRT,279.4,11.3,N
49.206,-120.169,307.5,1,1,2018-09-07,1010,A,72,6.0NRT,280.4,11.4,N
49.213,-120.28,305.2,1,1,2018-09-07,1010,A,63,6.0NRT,280.1,10.5,N
49.223,-120.418,303.9,1,1,2018-09-07,1010,A,58,6.0NRT,281.1,9.4,N
49.221,-120.405,308,1,1,2018-09-07,1010,A,73,6.0NRT,280,12.2,N
49.182,-120.191,305.5,1,1,2018-09-07,1010,A,65,6.0NRT,282.3,9.9,N
49.17,-120.243,364.2,1,1,2018-09-07,1010,A,100,6.0NRT,284.9,101.6,N
49.168,-120.23,355.4,1,1,2018-09-07,1010,A,100,6.0NRT,287.6,77.9,N
49.189,-120.449,304.4,1,1,2018-09-07,1010,A,60,6.0NRT,279.4,9,N
49.171,-120.384,309.6,1,1,2018-09-07,1010,A,78,6.0NRT,279.8,12.9,N
49.169,-120.371,302.7,1,1,2018-09-07,1010,A,51,6.0NRT,282.2,8.5,N
49.039,-119.85,300.4,1,1,2018-09-07,1010,A,26,6.0NRT,280.9,7.1,N
49.037,-119.837,328.2,1,1,2018-09-07,1010,A,100,6.0NRT,284.5,29.9,N
49.01,-119.839,318.7,1,1,2018-09-07,1010,A,97,6.0NRT,285.4,19.4,N
49.171,-121.119,300.1,1,1,2018-09-07,1010,A,16,6.0NRT,285.3,6.5,N
47.774,-113.156,300.1,1.6,1.3,2018-09-07,1010,A,15,6.0NRT,282.5,12.4,N
49.091,-121.077,300,1,1,2018-09-07,1010,A,2,6.0NRT,286.1,5.3,N
47.498,-113.205,311.8,1.6,1.3,2018-09-07,1010,A,83,6.0NRT,282.7,29.1,N
48.298,-117.474,301.1,1.1,1,2018-09-07,1010,A,38,6.0NRT,288.6,6.9,N
48.723,-120.294,301.7,1,1,2018-09-07,1010,A,43,6.0NRT,283.2,8.1,N
48.72,-120.464,300.3,1,1,2018-09-07,1010,A,24,6.0NRT,286.5,6.1,N
48.709,-120.453,304.3,1,1,2018-09-07,1010,A,59,6.0NRT,283.4,8.6,N
48.433,-120.6,300.9,1,1,2018-09-07,1010,A,25,6.0NRT,282.6,6.6,N
48.431,-120.587,300.4,1,1,2018-09-07,1010,A,17,6.0NRT,284.7,6.2,N
48.314,-120.478,310.8,1,1,2018-09-07,1010,A,81,6.0NRT,283.8,13.5,N
48.299,-120.372,303,1,1,2018-09-07,1010,A,53,6.0NRT,285.4,8,N
48.297,-120.359,322,1,1,2018-09-07,1010,A,100,6.0NRT,288.2,22,N
48.293,-120.333,301.1,1,1,2018-09-07,1010,A,30,6.0NRT,285.2,6,N
48.298,-120.428,300,1,1,2018-09-07,1010,A,6,6.0NRT,282.8,5.9,N
48.292,-120.388,319.9,1,1,2018-09-07,1010,A,99,6.0NRT,286.4,20.5,N
48.29,-120.375,323.1,1,1,2018-09-07,1010,A,100,6.0NRT,287.5,23.3,N
48.288,-120.362,319.7,1,1,2018-09-07,1010,A,91,6.0NRT,285.7,19,N
48.283,-120.322,311.2,1,1,2018-09-07,1010,A,52,6.0NRT,286.9,11.6,N
48.281,-120.309,321.4,1,1,2018-09-07,1010,A,100,6.0NRT,289.3,20.3,N
48.291,-120.444,312.4,1,1,2018-09-07,1010,A,58,6.0NRT,284.6,13.6,N
48.282,-120.452,301.3,1,1,2018-09-07,1010,A,39,6.0NRT,282.2,7.8,N
47.858,-120.597,317.8,1,1,2018-09-07,1010,A,96,6.0NRT,285.7,18.6,N
47.014,-121.701,306.8,1,1,2018-09-07,1010,A,69,6.0NRT,283.4,10.6,N
45.006,-111.126,303.3,2.5,1.5,2018-09-07,1010,A,54,6.0NRT,281.2,33.7,N
44.999,-111.095,325.7,2.5,1.5,2018-09-07,1010,A,100,6.0NRT,283.8,104.5,N
45.004,-111.097,327.8,2.5,1.5,2018-09-07,1010,A,100,6.0NRT,284.3,111.5,N
43.463,-115.007,314.2,1.7,1.3,2018-09-07,1010,A,89,6.0NRT,286,32.6,N
42.914,-122.632,301.1,1,1,2018-09-07,1010,A,35,6.0NRT,287.6,5.5,N
42.869,-122.712,319,1,1,2018-09-07,1010,A,98,6.0NRT,288.3,19,N
42.547,-123.93,326.9,1,1,2018-09-07,1010,A,100,6.0NRT,279.9,29.1,N
42.546,-123.917,349.8,1,1,2018-09-07,1010,A,100,6.0NRT,282,68.8,N
42.538,-123.932,321.4,1,1,2018-09-07,1010,A,100,6.0NRT,279.7,22.7,N
42.53,-123.871,320.4,1,1,2018-09-07,1010,A,89,6.0NRT,280.8,20.4,N
42.523,-123.885,314.8,1,1,2018-09-07,1010,A,48,6.0NRT,277.4,14.8,N
42.521,-123.873,309.3,1,1,2018-09-07,1010,A,35,6.0NRT,276.4,11,N
42.499,-123.917,315.2,1,1,2018-09-07,1010,A,84,6.0NRT,280.2,16.2,N
42.492,-123.932,307.6,1,1,2018-09-07,1010,A,71,6.0NRT,278,10.8,N
42.49,-123.919,308.4,1,1,2018-09-07,1010,A,69,6.0NRT,280,11.7,N
42.458,-123.816,320.5,1,1,2018-09-07,1010,A,100,6.0NRT,275.2,23.1,N
42.457,-123.803,303.4,1,1,2018-09-07,1010,A,55,6.0NRT,275.6,9,N
42.429,-124.094,336.8,1.1,1,2018-09-07,1010,A,100,6.0NRT,285.4,43.4,N
42.428,-124.081,327.3,1.1,1,2018-09-07,1010,A,99,6.0NRT,283.5,28.1,N
42.426,-124.069,339.6,1.1,1,2018-09-07,1010,A,100,6.0NRT,285.8,47.1,N
41.867,-123.598,304.2,1,1,2018-09-07,1010,A,25,6.0NRT,285.9,6.6,N
41.816,-123.561,310.9,1,1,2018-09-07,1010,A,49,6.0NRT,288.2,10.7,N
41.814,-123.549,321.5,1,1,2018-09-07,1010,A,100,6.0NRT,289.5,20.1,N
41.812,-123.537,316.4,1,1,2018-09-07,1010,A,93,6.0NRT,288.9,15.8,N
41.052,-122.531,314.3,1,1,2018-09-07,1010,A,39,6.0NRT,282.2,13.5,N
41.05,-122.52,322.6,1,1,2018-09-07,1010,A,53,6.0NRT,281.2,20.1,N
41.036,-122.426,311.2,1,1,2018-09-07,1010,A,51,6.0NRT,286.5,10.5,N
41.034,-122.414,362.1,1,1,2018-09-07,1010,A,100,6.0NRT,290.9,92.2,N
41.033,-122.403,378.6,1,1,2018-09-07,1010,A,100,6.0NRT,295.1,147.8,N
41.043,-122.534,316.1,1,1,2018-09-07,1010,A,29,6.0NRT,286.1,13.9,N
41.031,-122.452,320.9,1,1,2018-09-07,1010,A,0,6.0NRT,288.6,18.5,N
41.029,-122.44,342.7,1,1,2018-09-07,1010,A,100,6.0NRT,292.1,47.4,N
41.027,-122.428,329.7,1,1,2018-09-07,1010,A,97,6.0NRT,289.8,28.1,N
41.026,-122.417,382.6,1,1,2018-09-07,1010,A,100,6.0NRT,291.4,163.8,N
41.024,-122.405,389.2,1,1,2018-09-07,1010,A,100,6.0NRT,294.2,194,N
41.039,-122.571,308.4,1,1,2018-09-07,1010,A,74,6.0NRT,289.4,9.7,N
41.037,-122.559,331.2,1,1,2018-09-07,1010,A,100,6.0NRT,291.5,30.5,N
41.036,-122.548,324.6,1,1,2018-09-07,1010,A,58,6.0NRT,291.4,20.8,N
41.018,-122.431,328.9,1,1,2018-09-07,1010,A,100,6.0NRT,286.5,28.2,N
41.017,-122.419,310.9,1,1,2018-09-07,1010,A,45,6.0NRT,285,9.5,N
41.015,-122.407,320.7,1,1,2018-09-07,1010,A,100,6.0NRT,284,17.2,N
41.013,-122.396,336.5,1,1,2018-09-07,1010,A,93,6.0NRT,286.2,35.3,N
41.011,-122.384,343.7,1,1,2018-09-07,1010,A,100,6.0NRT,286.6,48.2,N
41.008,-122.36,314,1,1,2018-09-07,1010,A,63,6.0NRT,282.4,11.9,N
41.03,-122.573,310.8,1,1,2018-09-07,1010,A,73,6.0NRT,289.7,10.5,N
41.029,-122.562,319.9,1,1,2018-09-07,1010,A,30,6.0NRT,292.1,16.6,N
41.008,-122.421,314.6,1,1,2018-09-07,1010,A,65,6.0NRT,283,13,N
41.006,-122.409,313.8,1,1,2018-09-07,1010,A,41,6.0NRT,282.5,11.3,N
41.004,-122.398,320.5,1,1,2018-09-07,1010,A,24,6.0NRT,282.7,15.6,N
41.003,-122.386,320.3,1,1,2018-09-07,1010,A,40,6.0NRT,284.1,15.9,N
40.999,-122.363,311.1,1,1,2018-09-07,1010,A,44,6.0NRT,282,9.8,N
41.02,-122.564,326.2,1,1,2018-09-07,1010,A,73,6.0NRT,290.9,23.6,N
40.99,-122.365,325.6,1,1,2018-09-07,1010,A,100,6.0NRT,284.1,23.4,N
41.011,-122.566,320.9,1,1,2018-09-07,1010,A,100,6.0NRT,288.8,19,N
41.009,-122.554,316.1,1,1,2018-09-07,1010,A,44,6.0NRT,289.6,13.7,N
41.007,-122.543,318.3,1,1,2018-09-07,1010,A,59,6.0NRT,289.3,15.3,N
40.995,-122.527,318,1,1,2018-09-07,1010,A,96,6.0NRT,288.3,16.9,N
40.993,-122.516,326.7,1,1,2018-09-07,1010,A,100,6.0NRT,291.5,26.2,N
40.984,-122.518,334.9,1,1,2018-09-07,1010,A,100,6.0NRT,287.7,36.4,N
40.982,-122.506,333.9,1,1,2018-09-07,1010,A,94,6.0NRT,291,33.6,N
40.981,-122.494,324.1,1,1,2018-09-07,1010,A,86,6.0NRT,290.6,21.6,N
40.974,-122.508,320,1,1,2018-09-07,1010,A,12,6.0NRT,287.7,15.8,N
40.972,-122.497,326.3,1,1,2018-09-07,1010,A,76,6.0NRT,289.9,22.7,N
40.963,-122.499,315.8,1,1,2018-09-07,1010,A,3,6.0NRT,286,12.3,N
40.954,-122.501,309.3,1,1,2018-09-07,1010,A,14,6.0NRT,284,8.6,N
40.952,-122.49,349.4,1,1,2018-09-07,1010,A,100,6.0NRT,290.2,60.5,N
40.951,-122.478,316.3,1,1,2018-09-07,1010,A,56,6.0NRT,286.6,13.7,N
40.942,-122.419,306.1,1,1,2018-09-07,1010,A,56,6.0NRT,275,8.1,N
40.94,-122.408,325.6,1,1,2018-09-07,1010,A,100,6.0NRT,275,25.1,N
40.944,-122.492,305.5,1,1,2018-09-07,1010,A,19,6.0NRT,286.2,6.7,N
39.436,-122.737,301.3,1,1,2018-09-07,1015,A,38,6.0NRT,286,5.7,N
39.429,-122.751,325.9,1,1,2018-09-07,1015,A,100,6.0NRT,288.4,25.2,N
39.427,-122.739,310.5,1,1,2018-09-07,1015,A,80,6.0NRT,288.5,11,N
39.424,-122.716,323.5,1,1,2018-09-07,1015,A,100,6.0NRT,287.9,22.6,N
39.415,-122.718,312.3,1,1,2018-09-07,1015,A,85,6.0NRT,287.6,12.6,N
30.324,-91.227,311.6,1,1,2018-09-07,0420,T,39,6.0NRT,292.1,8.3,N
30.323,-91.238,360.9,1,1,2018-09-07,0420,T,100,6.0NRT,293.2,91.2,N
30.321,-91.249,303.1,1,1,2018-09-07,0420,T,21,6.0NRT,291.6,3.3,N
30.332,-91.24,307.2,1,1,2018-09-07,0420,T,71,6.0NRT,291.6,6.1,N
31.668,-95.32,308.5,1.1,1.1,2018-09-07,0420,T,75,6.0NRT,292.5,8.2,N
31.674,-95.316,313.5,1.1,1.1,2018-09-07,0420,T,87,6.0NRT,292.9,12.8,N
31.672,-95.327,303.9,1.1,1.1,2018-09-07,0420,T,57,6.0NRT,292.3,5,N
33.664,-96.024,314.7,1.1,1.1,2018-09-07,0420,T,90,6.0NRT,280.5,16.8,N
33.673,-96.026,316.5,1.1,1.1,2018-09-07,0420,T,93,6.0NRT,280.5,18.8,N
33.671,-96.038,303.2,1.1,1.1,2018-09-07,0420,T,53,6.0NRT,281.9,6.5,N
47.491,-113.225,322.7,4.2,1.9,2018-09-07,0425,T,100,6.0NRT,280.8,190.6,N
47.513,-113.169,302.1,4.2,1.9,2018-09-07,0425,T,46,6.0NRT,281.7,60.4,N
47.494,-113.232,321.6,4.2,1.9,2018-09-07,0425,T,100,6.0NRT,279.7,182.9,N
49.518,-114.831,302.1,4.3,1.9,2018-09-07,0425,T,46,6.0NRT,283.8,54.9,N
45.437,-73.294,305.2,1.5,1.2,2018-09-07,1620,T,43,6.0NRT,294.2,5.9,D
46.579,-80.791,317.7,1,1,2018-09-07,1620,T,78,6.0NRT,297.8,13.6,D
45.349,-75.32,306.1,1.2,1.1,2018-09-07,1620,T,40,6.0NRT,287,9,D
38.411,-82.473,316.2,1,1,2018-09-07,1620,T,21,6.0NRT,298.9,7.4,D
37.147,-76.893,310.9,1.5,1.2,2018-09-07,1620,T,45,6.0NRT,293.4,10.7,D
37.231,-82.038,312.3,1,1,2018-09-07,1620,T,67,6.0NRT,294.4,6.9,D
36.608,-78.347,336.8,1.3,1.1,2018-09-07,1620,T,64,6.0NRT,290.4,51.4,D
36.645,-79.857,315,1.1,1.1,2018-09-07,1620,T,45,6.0NRT,297.5,9.1,D
35.839,-76.186,313.9,1.8,1.3,2018-09-07,1620,T,46,6.0NRT,299.4,12.7,D
35.778,-76.171,316.5,1.8,1.3,2018-09-07,1620,T,32,6.0NRT,301.5,17.3,D
35.965,-80.464,316.3,1.1,1,2018-09-07,1620,T,71,6.0NRT,300.2,9,D
35.097,-80.099,313.9,1.1,1.1,2018-09-07,1620,T,45,6.0NRT,297.8,7.8,D
35.095,-80.087,319.8,1.1,1.1,2018-09-07,1620,T,71,6.0NRT,299.4,14.3,D
35.94,-89.713,308.4,2,1.4,2018-09-07,1620,T,24,6.0NRT,287.8,10.1,D
34.36,-80.419,320,1.1,1.1,2018-09-07,1620,T,62,6.0NRT,304,11.5,D
33.668,-96.025,308.2,1.3,1.1,2018-09-07,0835,A,74,6.0NRT,290.4,11,N
39.436,-122.737,301.3,1,1,2018-09-07,1015,A,38,6.0NRT,286,5.7,N
39.429,-122.751,325.9,1,1,2018-09-07,1015,A,100,6.0NRT,288.4,25.2,N
39.427,-122.739,310.5,1,1,2018-09-07,1015,A,80,6.0NRT,288.5,11,N
39.424,-122.716,323.5,1,1,2018-09-07,1015,A,100,6.0NRT,287.9,22.6,N
39.415,-122.718,312.3,1,1,2018-09-07,1015,A,85,6.0NRT,287.6,12.6,N
49.513,-114.833,323.1,1.3,1.1,2018-09-07,1010,A,100,6.0NRT,285.4,33.7,N
49.486,-114.855,323.4,1.3,1.1,2018-09-07,1010,A,100,6.0NRT,282,34.2,N
49.688,-118.182,304.9,1,1,2018-09-07,1010,A,62,6.0NRT,286.4,8.7,N
49.679,-118.185,301.3,1,1,2018-09-07,1010,A,36,6.0NRT,285,6.4,N
49.518,-118.004,314.8,1,1,2018-09-07,1010,A,78,6.0NRT,286.6,14.8,N
49.507,-117.993,323.5,1,1,2018-09-07,1010,A,100,6.0NRT,289,23.5,N
49.505,-117.98,306.7,1,1,2018-09-07,1010,A,59,6.0NRT,287.2,9.4,N
49.498,-117.996,322.6,1,1,2018-09-07,1010,A,98,6.0NRT,288.3,21.1,N
49.494,-117.969,315.5,1,1,2018-09-07,1010,A,38,6.0NRT,289,15.1,N
49.487,-117.979,322.8,1,1,2018-09-07,1010,A,100,6.0NRT,290.7,23,N
49.485,-117.965,310.7,1,1,2018-09-07,1010,A,54,6.0NRT,286.5,12.1,N
49.479,-117.982,307.7,1,1,2018-09-07,1010,A,72,6.0NRT,285.8,11,N
49.403,-117.864,304.5,1,1,2018-09-07,1010,A,54,6.0NRT,281.5,8.6,N
49.401,-117.85,326.8,1,1,2018-09-07,1010,A,100,6.0NRT,286,28.4,N
49.392,-117.853,323.7,1,1,2018-09-07,1010,A,100,6.0NRT,287.7,24.2,N
49.389,-117.84,310.5,1,1,2018-09-07,1010,A,20,6.0NRT,286.1,11.5,N
49.387,-117.826,305.9,1,1,2018-09-07,1010,A,56,6.0NRT,283.4,9.6,N
49.376,-117.816,315.7,1,1,2018-09-07,1010,A,41,6.0NRT,285,15.7,N
49.362,-117.84,326.5,1,1,2018-09-07,1010,A,100,6.0NRT,289.1,27.9,N
49.359,-117.826,305.4,1,1,2018-09-07,1010,A,35,6.0NRT,287,8.3,N
49.153,-116.882,306.7,1.1,1,2018-09-07,1010,A,69,6.0NRT,282.7,12,N
48.581,-114.007,306.3,1.4,1.2,2018-09-07,1010,A,68,6.0NRT,281.2,17.8,N
48.588,-114.012,305.3,1.4,1.2,2018-09-07,1010,A,64,6.0NRT,280.7,16.5,N
48.616,-115.523,313.8,1.2,1.1,2018-09-07,1010,A,88,6.0NRT,287.4,19,N
48.607,-115.527,311.4,1.2,1.1,2018-09-07,1010,A,62,6.0NRT,286.9,15.5,N
48.604,-115.511,322.9,1.2,1.1,2018-09-07,1010,A,100,6.0NRT,288.1,29.5,N
48.594,-115.514,305.2,1.2,1.1,2018-09-07,1010,A,41,6.0NRT,285.7,10.2,N
49.291,-120.248,318.2,1,1,2018-09-07,1010,A,96,6.0NRT,282,19.3,N
49.284,-120.264,325.9,1,1,2018-09-07,1010,A,100,6.0NRT,283.7,26.6,N
49.282,-120.251,331.4,1,1,2018-09-07,1010,A,100,6.0NRT,286.3,33.5,N
49.236,-119.927,309.6,1,1,2018-09-07,1010,A,78,6.0NRT,287,11.3,N
49.276,-120.274,300.6,1,1,2018-09-07,1010,A,28,6.0NRT,280.4,7.2,N
49.194,-119.892,318.3,1,1,2018-09-07,1010,A,97,6.0NRT,288.5,18.3,N
49.185,-119.895,311.1,1,1,2018-09-07,1010,A,82,6.0NRT,286.2,12.8,N
49.208,-120.183,307,1,1,2018-09-07,1010,A,70,6.0NRT,279.4,11.3,N
49.206,-120.169,307.5,1,1,2018-09-07,1010,A,72,6.0NRT,280.4,11.4,N
49.213,-120.28,305.2,1,1,2018-09-07,1010,A,63,6.0NRT,280.1,10.5,N
49.223,-120.418,303.9,1,1,2018-09-07,1010,A,58,6.0NRT,281.1,9.4,N
49.221,-120.405,308,1,1,2018-09-07,1010,A,73,6.0NRT,280,12.2,N
49.182,-120.191,305.5,1,1,2018-09-07,1010,A,65,6.0NRT,282.3,9.9,N
49.17,-120.243,364.2,1,1,2018-09-07,1010,A,100,6.0NRT,284.9,101.6,N
49.168,-120.23,355.4,1,1,2018-09-07,1010,A,100,6.0NRT,287.6,77.9,N
49.189,-120.449,304.4,1,1,2018-09-07,1010,A,60,6.0NRT,279.4,9,N
49.171,-120.384,309.6,1,1,2018-09-07,1010,A,78,6.0NRT,279.8,12.9,N
49.169,-120.371,302.7,1,1,2018-09-07,1010,A,51,6.0NRT,282.2,8.5,N
49.039,-119.85,300.4,1,1,2018-09-07,1010,A,26,6.0NRT,280.9,7.1,N
49.037,-119.837,328.2,1,1,2018-09-07,1010,A,100,6.0NRT,284.5,29.9,N
49.01,-119.839,318.7,1,1,2018-09-07,1010,A,97,6.0NRT,285.4,19.4,N
49.171,-121.119,300.1,1,1,2018-09-07,1010,A,16,6.0NRT,285.3,6.5,N
47.774,-113.156,300.1,1.6,1.3,2018-09-07,1010,A,15,6.0NRT,282.5,12.4,N
49.091,-121.077,300,1,1,2018-09-07,1010,A,2,6.0NRT,286.1,5.3,N
47.498,-113.205,311.8,1.6,1.3,2018-09-07,1010,A,83,6.0NRT,282.7,29.1,N
48.298,-117.474,301.1,1.1,1,2018-09-07,1010,A,38,6.0NRT,288.6,6.9,N
48.723,-120.294,301.7,1,1,2018-09-07,1010,A,43,6.0NRT,283.2,8.1,N
48.72,-120.464,300.3,1,1,2018-09-07,1010,A,24,6.0NRT,286.5,6.1,N
48.709,-120.453,304.3,1,1,2018-09-07,1010,A,59,6.0NRT,283.4,8.6,N
48.433,-120.6,300.9,1,1,2018-09-07,1010,A,25,6.0NRT,282.6,6.6,N
48.431,-120.587,300.4,1,1,2018-09-07,1010,A,17,6.0NRT,284.7,6.2,N
48.314,-120.478,310.8,1,1,2018-09-07,1010,A,81,6.0NRT,283.8,13.5,N
48.299,-120.372,303,1,1,2018-09-07,1010,A,53,6.0NRT,285.4,8,N
48.297,-120.359,322,1,1,2018-09-07,1010,A,100,6.0NRT,288.2,22,N
48.293,-120.333,301.1,1,1,2018-09-07,1010,A,30,6.0NRT,285.2,6,N
48.298,-120.428,300,1,1,2018-09-07,1010,A,6,6.0NRT,282.8,5.9,N
48.292,-120.388,319.9,1,1,2018-09-07,1010,A,99,6.0NRT,286.4,20.5,N
48.29,-120.375,323.1,1,1,2018-09-07,1010,A,100,6.0NRT,287.5,23.3,N
48.288,-120.362,319.7,1,1,2018-09-07,1010,A,91,6.0NRT,285.7,19,N
48.283,-120.322,311.2,1,1,2018-09-07,1010,A,52,6.0NRT,286.9,11.6,N
48.281,-120.309,321.4,1,1,2018-09-07,1010,A,100,6.0NRT,289.3,20.3,N
48.291,-120.444,312.4,1,1,2018-09-07,1010,A,58,6.0NRT,284.6,13.6,N
48.282,-120.452,301.3,1,1,2018-09-07,1010,A,39,6.0NRT,282.2,7.8,N
47.858,-120.597,317.8,1,1,2018-09-07,1010,A,96,6.0NRT,285.7,18.6,N
47.014,-121.701,306.8,1,1,2018-09-07,1010,A,69,6.0NRT,283.4,10.6,N
45.006,-111.126,303.3,2.5,1.5,2018-09-07,1010,A,54,6.0NRT,281.2,33.7,N
44.999,-111.095,325.7,2.5,1.5,2018-09-07,1010,A,100,6.0NRT,283.8,104.5,N
45.004,-111.097,327.8,2.5,1.5,2018-09-07,1010,A,100,6.0NRT,284.3,111.5,N
43.463,-115.007,314.2,1.7,1.3,2018-09-07,1010,A,89,6.0NRT,286,32.6,N
42.914,-122.632,301.1,1,1,2018-09-07,1010,A,35,6.0NRT,287.6,5.5,N
42.869,-122.712,319,1,1,2018-09-07,1010,A,98,6.0NRT,288.3,19,N
42.547,-123.93,326.9,1,1,2018-09-07,1010,A,100,6.0NRT,279.9,29.1,N
42.546,-123.917,349.8,1,1,2018-09-07,1010,A,100,6.0NRT,282,68.8,N
42.538,-123.932,321.4,1,1,2018-09-07,1010,A,100,6.0NRT,279.7,22.7,N
42.53,-123.871,320.4,1,1,2018-09-07,1010,A,89,6.0NRT,280.8,20.4,N
42.523,-123.885,314.8,1,1,2018-09-07,1010,A,48,6.0NRT,277.4,14.8,N
42.521,-123.873,309.3,1,1,2018-09-07,1010,A,35,6.0NRT,276.4,11,N
42.499,-123.917,315.2,1,1,2018-09-07,1010,A,84,6.0NRT,280.2,16.2,N
42.492,-123.932,307.6,1,1,2018-09-07,1010,A,71,6.0NRT,278,10.8,N
42.49,-123.919,308.4,1,1,2018-09-07,1010,A,69,6.0NRT,280,11.7,N
42.458,-123.816,320.5,1,1,2018-09-07,1010,A,100,6.0NRT,275.2,23.1,N
42.457,-123.803,303.4,1,1,2018-09-07,1010,A,55,6.0NRT,275.6,9,N
42.429,-124.094,336.8,1.1,1,2018-09-07,1010,A,100,6.0NRT,285.4,43.4,N
42.428,-124.081,327.3,1.1,1,2018-09-07,1010,A,99,6.0NRT,283.5,28.1,N
42.426,-124.069,339.6,1.1,1,2018-09-07,1010,A,100,6.0NRT,285.8,47.1,N
41.867,-123.598,304.2,1,1,2018-09-07,1010,A,25,6.0NRT,285.9,6.6,N
41.816,-123.561,310.9,1,1,2018-09-07,1010,A,49,6.0NRT,288.2,10.7,N
41.814,-123.549,321.5,1,1,2018-09-07,1010,A,100,6.0NRT,289.5,20.1,N
41.812,-123.537,316.4,1,1,2018-09-07,1010,A,93,6.0NRT,288.9,15.8,N
41.052,-122.531,314.3,1,1,2018-09-07,1010,A,39,6.0NRT,282.2,13.5,N
41.05,-122.52,322.6,1,1,2018-09-07,1010,A,53,6.0NRT,281.2,20.1,N
41.036,-122.426,311.2,1,1,2018-09-07,1010,A,51,6.0NRT,286.5,10.5,N
41.034,-122.414,362.1,1,1,2018-09-07,1010,A,100,6.0NRT,290.9,92.2,N
41.033,-122.403,378.6,1,1,2018-09-07,1010,A,100,6.0NRT,295.1,147.8,N
41.043,-122.534,316.1,1,1,2018-09-07,1010,A,29,6.0NRT,286.1,13.9,N
41.031,-122.452,320.9,1,1,2018-09-07,1010,A,0,6.0NRT,288.6,18.5,N
41.029,-122.44,342.7,1,1,2018-09-07,1010,A,100,6.0NRT,292.1,47.4,N
41.027,-122.428,329.7,1,1,2018-09-07,1010,A,97,6.0NRT,289.8,28.1,N
41.026,-122.417,382.6,1,1,2018-09-07,1010,A,100,6.0NRT,291.4,163.8,N
41.024,-122.405,389.2,1,1,2018-09-07,1010,A,100,6.0NRT,294.2,194,N
41.039,-122.571,308.4,1,1,2018-09-07,1010,A,74,6.0NRT,289.4,9.7,N
41.037,-122.559,331.2,1,1,2018-09-07,1010,A,100,6.0NRT,291.5,30.5,N
41.036,-122.548,324.6,1,1,2018-09-07,1010,A,58,6.0NRT,291.4,20.8,N
41.018,-122.431,328.9,1,1,2018-09-07,1010,A,100,6.0NRT,286.5,28.2,N
41.017,-122.419,310.9,1,1,2018-09-07,1010,A,45,6.0NRT,285,9.5,N
41.015,-122.407,320.7,1,1,2018-09-07,1010,A,100,6.0NRT,284,17.2,N
41.013,-122.396,336.5,1,1,2018-09-07,1010,A,93,6.0NRT,286.2,35.3,N
41.011,-122.384,343.7,1,1,2018-09-07,1010,A,100,6.0NRT,286.6,48.2,N
41.008,-122.36,314,1,1,2018-09-07,1010,A,63,6.0NRT,282.4,11.9,N
41.03,-122.573,310.8,1,1,2018-09-07,1010,A,73,6.0NRT,289.7,10.5,N
41.029,-122.562,319.9,1,1,2018-09-07,1010,A,30,6.0NRT,292.1,16.6,N
41.008,-122.421,314.6,1,1,2018-09-07,1010,A,65,6.0NRT,283,13,N
41.006,-122.409,313.8,1,1,2018-09-07,1010,A,41,6.0NRT,282.5,11.3,N
41.004,-122.398,320.5,1,1,2018-09-07,1010,A,24,6.0NRT,282.7,15.6,N
41.003,-122.386,320.3,1,1,2018-09-07,1010,A,40,6.0NRT,284.1,15.9,N
40.999,-122.363,311.1,1,1,2018-09-07,1010,A,44,6.0NRT,282,9.8,N
41.02,-122.564,326.2,1,1,2018-09-07,1010,A,73,6.0NRT,290.9,23.6,N
40.99,-122.365,325.6,1,1,2018-09-07,1010,A,100,6.0NRT,284.1,23.4,N
41.011,-122.566,320.9,1,1,2018-09-07,1010,A,100,6.0NRT,288.8,19,N
41.009,-122.554,316.1,1,1,2018-09-07,1010,A,44,6.0NRT,289.6,13.7,N
41.007,-122.543,318.3,1,1,2018-09-07,1010,A,59,6.0NRT,289.3,15.3,N
40.995,-122.527,318,1,1,2018-09-07,1010,A,96,6.0NRT,288.3,16.9,N
40.993,-122.516,326.7,1,1,2018-09-07,1010,A,100,6.0NRT,291.5,26.2,N
40.984,-122.518,334.9,1,1,2018-09-07,1010,A,100,6.0NRT,287.7,36.4,N
40.982,-122.506,333.9,1,1,2018-09-07,1010,A,94,6.0NRT,291,33.6,N
40.981,-122.494,324.1,1,1,2018-09-07,1010,A,86,6.0NRT,290.6,21.6,N
40.974,-122.508,320,1,1,2018-09-07,1010,A,12,6.0NRT,287.7,15.8,N
40.972,-122.497,326.3,1,1,2018-09-07,1010,A,76,6.0NRT,289.9,22.7,N
40.963,-122.499,315.8,1,1,2018-09-07,1010,A,3,6.0NRT,286,12.3,N
40.954,-122.501,309.3,1,1,2018-09-07,1010,A,14,6.0NRT,284,8.6,N
40.952,-122.49,349.4,1,1,2018-09-07,1010,A,100,6.0NRT,290.2,60.5,N
