latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
48.595,-115.502,306.4,3.1,1.7,2018-09-07,1800,T,43,6.0NRT,292.4,27.9,D
46.069,-97.236,325.1,1.6,1.2,2018-09-07,1800,T,82,6.0NRT,295.8,40.6,D
46.065,-97.216,317,1.6,1.2,2018-09-07,1800,T,74,6.0NRT,295.2,24.8,D
47.761,-113.162,310.5,2.3,1.5,2018-09-07,1800,T,42,6.0NRT,296.4,22,D
45.319,-99.617,325.6,1.3,1.1,2018-09-07,1800,T,77,6.0NRT,302.8,21.1,D
45.309,-99.621,323.7,1.3,1.1,2018-09-07,1800,T,75,6.0NRT,301.8,19,D
46.758,-111.017,320.9,1.7,1.3,2018-09-07,1800,T,35,6.0NRT,305.1,18.2,D
46.746,-111.02,322.9,1.7,1.3,2018-09-07,1800,T,65,6.0NRT,304,23.6,D
46.745,-110.997,322.8,1.7,1.3,2018-09-07,1800,T,67,6.0NRT,303.9,25.2,D
44.999,-111.101,347.5,1.7,1.3,2018-09-07,1800,T,89,6.0NRT,295.8,111.2,D
44.989,-111.123,313.3,1.7,1.3,2018-09-07,1800,T,34,6.0NRT,292.5,16.4,D
44.987,-111.104,318.2,1.7,1.3,2018-09-07,1800,T,46,6.0NRT,297.1,25.6,D
44.944,-111.129,321.5,1.7,1.3,2018-09-07,1800,T,54,6.0NRT,302,28.4,D
44.942,-111.11,319.2,1.7,1.3,2018-09-07,1800,T,54,6.0NRT,298.8,23.2,D
44.933,-111.12,321.4,1.7,1.3,2018-09-07,1800,T,25,6.0NRT,297.4,26.1,D
44.923,-115.609,310.1,3,1.6,2018-09-07,1800,T,25,6.0NRT,296.9,19.1,D
43.477,-115.032,319.7,2.7,1.6,2018-09-07,1800,T,62,6.0NRT,301.1,39.6,D
43.476,-115.001,331,2.6,1.6,2018-09-07,1800,T,81,6.0NRT,303.3,93.4,D
43.471,-115.007,333.5,2.6,1.6,2018-09-07,1800,T,83,6.0NRT,303.4,108,D
42.683,-111.588,322.9,1.6,1.3,2018-09-07,1800,T,60,6.0NRT,306.6,20.2,D
35.693,-109.597,328.5,1.1,1,2018-09-07,1800,T,74,6.0NRT,307,12.8,D
34.842,-105.334,333.7,1.1,1,2018-09-07,1800,T,85,6.0NRT,293.7,32.4,D
34.84,-105.322,327.7,1.1,1,2018-09-07,1800,T,80,6.0NRT,296.3,23.4,D
34.962,-111.883,325,1.4,1.2,2018-09-07,1800,T,55,6.0NRT,301.6,22,D
33.42,-110.865,328.4,1.2,1.1,2018-09-07,1800,T,68,6.0NRT,309.6,14,D
32.756,-108.316,322.5,1,1,2018-09-07,1800,T,66,6.0NRT,302.3,12,D
32.999,-110.771,329.9,1.1,1.1,2018-09-07,1800,T,68,6.0NRT,312,11.9,D
33.42,-116.062,332,2.4,1.5,2018-09-07,1800,T,49,6.0NRT,317.1,32.9,D
33.412,-116.069,332.1,2.4,1.5,2018-09-07,1800,T,48,6.0NRT,317.7,29.2,D
30.572,-99.76,310.3,2.8,1.6,2018-09-07,1800,T,62,6.0NRT,287.3,23.7,D
30.569,-99.768,308,2.8,1.6,2018-09-07,1800,T,58,6.0NRT,286.8,18.3,D
30.563,-99.739,307.9,2.8,1.6,2018-09-07,1800,T,52,6.0NRT,287.3,19.6,D
28.335,-99.159,310.7,3.5,1.8,2018-09-07,1805,T,39,6.0NRT,288.3,34.9,D
28.383,-112.297,313.3,1.2,1.1,2018-09-07,1805,T,57,6.0NRT,303.2,9.2,D
27.965,-111.375,312.5,1.1,1,2018-09-07,1805,T,53,6.0NRT,300.7,6.7,D
27.634,-109.93,330.9,1,1,2018-09-07,1805,T,81,6.0NRT,300.3,14.5,D
27.303,-110.579,317.9,1,1,2018-09-07,1805,T,67,6.0NRT,301.6,9.5,D
26.666,-113.147,312.2,1.3,1.1,2018-09-07,1805,T,26,6.0NRT,301.6,12.1,D
26.112,-111.275,320.1,1,1,2018-09-07,1805,T,72,6.0NRT,303.1,13.1,D
26.11,-111.265,317.9,1,1,2018-09-07,1805,T,69,6.0NRT,301.6,10.7,D
24.362,-111.534,314.4,1,1,2018-09-07,1805,T,61,6.0NRT,301.4,9.3,D
24.361,-111.524,313.8,1,1,2018-09-07,1805,T,53,6.0NRT,301.3,8.6,D
35.835,-76.193,318.7,1.3,1.1,2018-09-07,1800,A,70,6.0NRT,301.8,12.6,D
36.244,-76.453,315.5,1.3,1.1,2018-09-07,1800,A,65,6.0NRT,298.9,9.2,D
36.241,-76.467,324.3,1.3,1.1,2018-09-07,1800,A,78,6.0NRT,298.8,21.4,D
36.606,-78.352,316.6,1.6,1.3,2018-09-07,1800,A,0,6.0NRT,285.6,23.1,D
37.146,-76.903,314.7,1.3,1.1,2018-09-07,1800,A,43,6.0NRT,297.8,12.5,D
37.304,-77.389,309.5,1.4,1.2,2018-09-07,1800,A,46,6.0NRT,286.6,7,D
44.938,-75.481,306.7,1,1,2018-09-07,1800,A,64,6.0NRT,294.6,4.7,D
45.349,-75.326,309.6,1,1,2018-09-07,1800,A,44,6.0NRT,293.3,5.9,D
44.808,-78.98,300.7,1.2,1.1,2018-09-07,1800,A,25,6.0NRT,289.9,2.3,D
17.665,-92.036,321.8,1,1,2018-09-07,1930,A,43,6.0NRT,296.6,9.7,D
17.664,-92.045,323.7,1,1,2018-09-07,1930,A,56,6.0NRT,297.6,11.2,D
17.694,-91.897,327.5,1,1,2018-09-07,1930,A,79,6.0NRT,301.9,14.1,D
17.692,-91.906,341.7,1,1,2018-09-07,1930,A,90,6.0NRT,302.5,35.1,D
17.759,-92.601,313.8,1,1,2018-09-07,1930,A,45,6.0NRT,295.4,5.1,D
17.671,-93.52,315.8,1,1,2018-09-07,1930,A,33,6.0NRT,295.3,6.6,D
42.543,-123.937,318.3,1.5,1.2,2018-09-07,1940,T,61,6.0NRT,278.2,29.7,D
42.54,-123.921,347.6,1.6,1.2,2018-09-07,1940,T,95,6.0NRT,280.2,108.9,D
42.536,-123.901,321.7,1.6,1.2,2018-09-07,1940,T,62,6.0NRT,282.4,35.6,D
42.524,-123.843,315,1.6,1.2,2018-09-07,1940,T,75,6.0NRT,277.4,28.3,D
41.049,-122.497,341.1,2,1.4,2018-09-07,1940,T,72,6.0NRT,297.8,107.2,D
41.032,-122.479,323,2,1.4,2018-09-07,1940,T,49,6.0NRT,298.4,39.1,D
41.026,-122.451,321.5,2,1.4,2018-09-07,1940,T,20,6.0NRT,298.1,32.7,D
41.02,-122.422,339.9,2,1.4,2018-09-07,1940,T,89,6.0NRT,299.8,99.9,D
40.98,-122.363,334.3,2.1,1.4,2018-09-07,1940,T,85,6.0NRT,300.8,80.2,D
40.976,-122.341,317.7,2.1,1.4,2018-09-07,1940,T,28,6.0NRT,300.2,26,D
40.979,-122.369,323,2.1,1.4,2018-09-07,1940,T,56,6.0NRT,299.8,39.8,D
40.974,-122.346,320.6,2.1,1.4,2018-09-07,1940,T,45,6.0NRT,300.6,33.6,D
39.264,-121.603,320.7,2.5,1.5,2018-09-07,1940,T,58,6.0NRT,305.9,39.3,D
39.271,-121.606,316.5,2.5,1.5,2018-09-07,1940,T,39,6.0NRT,304.9,25.3,D
38.364,-119.369,316.9,3.7,1.8,2018-09-07,1940,T,39,6.0NRT,303.1,48.8,D
49.513,-114.85,307.3,2.9,1.6,2018-09-07,1935,T,62,6.0NRT,294.2,29.7,D
49.511,-114.857,305.8,2.9,1.6,2018-09-07,1935,T,35,6.0NRT,294.5,23.1,D
49.106,-115.466,308.5,2.8,1.6,2018-09-07,1935,T,64,6.0NRT,295.3,28.1,D
49.683,-118.191,305.7,2,1.4,2018-09-07,1935,T,46,6.0NRT,291.9,14.9,D
49.572,-118.243,303.2,2,1.4,2018-09-07,1935,T,52,6.0NRT,291.6,11,D
49.565,-118.211,306.5,2,1.4,2018-09-07,1935,T,59,6.0NRT,292,16.8,D
49.562,-118.22,307.3,2,1.4,2018-09-07,1935,T,49,6.0NRT,291.1,16.2,D
49.188,-116.932,313.7,2.3,1.5,2018-09-07,1935,T,71,6.0NRT,292.8,38.6,D
49.377,-117.823,321.8,2.1,1.4,2018-09-07,1935,T,66,6.0NRT,289.3,52.8,D
49.148,-116.887,336.7,2.3,1.5,2018-09-07,1935,T,90,6.0NRT,292.4,122.7,D
49.152,-116.892,336.8,2.3,1.5,2018-09-07,1935,T,90,6.0NRT,292.9,126.6,D
49.152,-117.122,302.4,2.3,1.5,2018-09-07,1935,T,33,6.0NRT,291.1,13.3,D
48.602,-115.518,328.7,2.9,1.6,2018-09-07,1935,T,85,6.0NRT,294.5,114.3,D
48.6,-115.524,321.9,2.9,1.6,2018-09-07,1935,T,80,6.0NRT,294.3,76.8,D
47.499,-113.197,344.7,4.1,1.9,2018-09-07,1935,T,88,6.0NRT,292.3,368.5,D
48.27,-116.105,305.5,2.7,1.6,2018-09-07,1935,T,48,6.0NRT,294.7,20.6,D
47.494,-113.201,341.7,4.1,1.9,2018-09-07,1935,T,80,6.0NRT,294.6,323.5,D
48.266,-116.11,306,2.7,1.6,2018-09-07,1935,T,42,6.0NRT,294.7,21.3,D
49.236,-120.325,351.6,1.6,1.2,2018-09-07,1935,T,96,6.0NRT,291.4,118.1,D
49.042,-119.864,313,1.7,1.3,2018-09-07,1935,T,47,6.0NRT,291.6,22,D
49.036,-119.839,349.5,1.7,1.3,2018-09-07,1935,T,96,6.0NRT,294.4,130.7,D
48.999,-119.834,313.8,1.7,1.3,2018-09-07,1935,T,68,6.0NRT,291.7,24.8,D
48.704,-120.456,323.9,1.6,1.3,2018-09-07,1935,T,77,6.0NRT,292,34.9,D
48.705,-120.46,320.3,1.6,1.3,2018-09-07,1935,T,74,6.0NRT,292,29.4,D
48.701,-120.441,311.8,1.6,1.3,2018-09-07,1935,T,41,6.0NRT,293.2,14.6,D
48.423,-120.59,351.7,1.6,1.3,2018-09-07,1935,T,91,6.0NRT,294,129.1,D
47.796,-120.555,319.3,1.7,1.3,2018-09-07,1935,T,59,6.0NRT,301.6,25.8,D
46.552,-116.459,313.2,3,1.6,2018-09-07,1935,T,46,6.0NRT,300.5,22.6,D
46.908,-122.715,315.1,1.4,1.2,2018-09-07,1935,T,26,6.0NRT,301.2,14.3,D
44.913,-115.598,310.9,3.8,1.8,2018-09-07,1935,T,41,6.0NRT,294.3,44.4,D
43.509,-115.034,316.2,4.5,1.9,2018-09-07,1935,T,59,6.0NRT,296.5,86.4,D
43.507,-115.038,314.9,4.5,1.9,2018-09-07,1935,T,52,6.0NRT,296.8,77.1,D
17.894,-92.491,324.9,1,1,2018-09-07,1935,A,62,6.0NRT,293.2,16.4,D
17.895,-93.189,316.7,1,1,2018-09-07,1935,A,50,6.0NRT,298.9,5.3,D
18.157,-91.742,317.3,1,1,2018-09-07,1935,A,39,6.0NRT,297.7,8.8,D
18.147,-92.722,323.9,1,1,2018-09-07,1935,A,0,6.0NRT,302.8,11.2,D
18.205,-94.009,321.9,1.1,1,2018-09-07,1935,A,72,6.0NRT,298.4,12.3,D
18.639,-92.173,322.8,1,1,2018-09-07,1935,A,64,6.0NRT,298.6,12.1,D
19.219,-97.754,310.4,1.6,1.3,2018-09-07,1935,A,34,6.0NRT,292.7,10.7,D
20.578,-101.183,316.9,2.7,1.6,2018-09-07,1935,A,68,6.0NRT,299.5,37.1,D
21.519,-98.739,321.4,1.7,1.3,2018-09-07,1935,A,76,6.0NRT,295.6,20.7,D
29.515,-98.924,334.4,1.3,1.1,2018-09-07,1935,A,86,6.0NRT,293.8,42.1,D
29.513,-98.937,326.8,1.3,1.1,2018-09-07,1935,A,79,6.0NRT,293,27.8,D
29.514,-98.931,332.7,1.3,1.1,2018-09-07,1935,A,85,6.0NRT,293.8,39.7,D
29.722,-98.796,308.7,1.3,1.1,2018-09-07,1935,A,37,6.0NRT,287.9,6.7,D
30.797,-94.363,341.5,1,1,2018-09-07,1935,A,90,6.0NRT,297.8,41.9,D
30.795,-94.374,341.7,1,1,2018-09-07,1935,A,91,6.0NRT,298.5,42.2,D
30.188,-99.14,331,1.3,1.1,2018-09-07,1935,A,85,6.0NRT,295.2,32.2,D
31.223,-92.417,322.7,1.2,1.1,2018-09-07,1935,A,56,6.0NRT,298.2,16.1,D
32.113,-85.65,312,3.4,1.7,2018-09-07,1935,A,60,6.0NRT,294.5,37.4,D
31.402,-94.019,322.1,1.1,1,2018-09-07,1935,A,41,6.0NRT,294.1,15.9,D
30.798,-98.21,316.3,1.1,1.1,2018-09-07,1935,A,50,6.0NRT,287,11.8,D
30.819,-98.142,316.4,1.1,1.1,2018-09-07,1935,A,54,6.0NRT,291.8,11.6,D
32.427,-88.055,311.9,2.4,1.5,2018-09-07,1935,A,37,6.0NRT,294.7,21.1,D
32.775,-84.351,319.6,4.3,1.9,2018-09-07,1935,A,74,6.0NRT,291.9,104.8,D
32.778,-84.359,319.6,4.3,1.9,2018-09-07,1935,A,70,6.0NRT,292.2,104.8,D
31.718,-95.884,319,1,1,2018-09-07,1935,A,61,6.0NRT,300,8.2,D
32.221,-97.99,315.9,1.1,1,2018-09-07,1935,A,22,6.0NRT,292,8.9,D
32.33,-97.824,332.8,1.1,1,2018-09-07,1935,A,0,6.0NRT,295.4,27.6,D
32.262,-99.249,319.9,1.2,1.1,2018-09-07,1935,A,71,6.0NRT,295.2,15.1,D
33.66,-96.023,369,1,1,2018-09-07,1935,A,94,6.0NRT,291.6,103.9,D
33.67,-96.021,322.1,1,1,2018-09-07,1935,A,63,6.0NRT,294.2,11.8,D
33.668,-96.032,324.6,1,1,2018-09-07,1935,A,66,6.0NRT,294.8,14.7,D
33.932,-95.379,338.4,1,1,2018-09-07,1935,A,88,6.0NRT,296.9,32.3,D
35.09,-94.091,318.1,1.1,1.1,2018-09-07,1935,A,66,6.0NRT,283.4,14.4,D
42.545,-97.344,309,1,1,2018-09-07,1940,A,32,6.0NRT,296.4,4.7,D
46.159,-98.627,312.6,1,1,2018-09-07,1940,A,55,6.0NRT,300.3,4.9,D
46.678,-98.235,314.3,1.1,1,2018-09-07,1940,A,67,6.0NRT,296.3,9.9,D
44.936,-111.125,330.7,2.8,1.6,2018-09-07,1940,A,75,6.0NRT,294.6,121.5,D
47.274,-98.694,313.8,1.1,1,2018-09-07,1940,A,59,6.0NRT,297.4,7.6,D
47.283,-98.697,316.9,1.1,1,2018-09-07,1940,A,67,6.0NRT,297.6,10.8,D
47.658,-101.225,320.4,1,1,2018-09-07,1940,A,63,6.0NRT,301.8,11.7,D
47.929,-103.258,317.4,1.1,1,2018-09-07,1940,A,63,6.0NRT,302.7,7.5,D
46.752,-110.999,318,2.4,1.5,2018-09-07,1940,A,42,6.0NRT,302.7,26.4,D
46.745,-111.031,321.2,2.4,1.5,2018-09-07,1940,A,64,6.0NRT,303.7,35.5,D
48.719,-100.608,308.5,1,1,2018-09-07,1940,A,21,6.0NRT,295.4,4,D
48.717,-100.622,311.1,1,1,2018-09-07,1940,A,56,6.0NRT,295.8,6.1,D
46.747,-111.004,328.7,2.4,1.5,2018-09-07,1940,A,82,6.0NRT,303.8,71,D
46.739,-111.036,318.2,2.4,1.5,2018-09-07,1940,A,64,6.0NRT,303.5,27.9,D
49.75,-100.294,308.8,1,1,2018-09-07,1940,A,52,6.0NRT,296.1,4.5,D
49.499,-114.846,310.8,3.1,1.7,2018-09-07,1940,A,55,6.0NRT,295.1,44.3,D
49.498,-114.848,308.5,3.1,1.7,2018-09-07,1940,A,33,6.0NRT,294.8,32.3,D
49.156,-116.886,332.8,3.9,1.8,2018-09-07,1940,A,87,6.0NRT,292,231.3,D
49.144,-116.93,321.1,4,1.9,2018-09-07,1940,A,77,6.0NRT,290.1,132.1,D
49.147,-116.88,336.5,3.9,1.8,2018-09-07,1940,A,89,6.0NRT,293.1,270.5,D
49.133,-116.926,319,4,1.9,2018-09-07,1940,A,75,6.0NRT,290.3,116.9,D
49.145,-117.134,306.3,4.1,1.9,2018-09-07,1940,A,44,6.0NRT,291.6,50.2,D
49.148,-117.146,307.6,4.1,1.9,2018-09-07,1940,A,53,6.0NRT,291.8,56.7,D
40.94,-122.411,349.3,1,1,2018-09-07,2120,A,95,6.0NRT,308,52,D
40.951,-122.401,339.2,1,1,2018-09-07,2120,A,86,6.0NRT,303.9,31.9,D
40.949,-122.413,335,1,1,2018-09-07,2120,A,79,6.0NRT,306.1,24.7,D
40.939,-122.485,333.7,1,1,2018-09-07,2120,A,85,6.0NRT,303.3,26.1,D
40.938,-122.497,325.4,1,1,2018-09-07,2120,A,72,6.0NRT,302.5,16.7,D
40.96,-122.404,327.9,1,1,2018-09-07,2120,A,32,6.0NRT,302.8,15.4,D
40.975,-122.359,359.9,1,1,2018-09-07,2120,A,99,6.0NRT,306.3,79.7,D
40.955,-122.501,325.6,1,1,2018-09-07,2120,A,33,6.0NRT,301.1,14.9,D
40.984,-122.361,365.5,1,1,2018-09-07,2120,A,100,6.0NRT,308.5,94.4,D
40.982,-122.372,336.8,1,1,2018-09-07,2120,A,87,6.0NRT,304.8,28.7,D
40.981,-122.385,365.6,1,1,2018-09-07,2120,A,100,6.0NRT,307.1,92.1,D
40.991,-122.374,335.6,1,1,2018-09-07,2120,A,83,6.0NRT,305.6,25.8,D
40.99,-122.386,427.8,1,1,2018-09-07,2120,A,100,6.0NRT,316.8,459.1,D
40.988,-122.398,381.2,1,1,2018-09-07,2120,A,100,6.0NRT,309,146.4,D
41.002,-122.364,351,1,1,2018-09-07,2120,A,95,6.0NRT,306.2,56.6,D
41,-122.376,359.2,1,1,2018-09-07,2120,A,99,6.0NRT,306.9,76,D
40.981,-122.519,330,1,1,2018-09-07,2120,A,51,6.0NRT,300.2,19.8,D
41.011,-122.367,330.6,1,1,2018-09-07,2120,A,79,6.0NRT,301.3,21.7,D
41.009,-122.379,338.3,1,1,2018-09-07,2120,A,87,6.0NRT,302.5,31.9,D
41.008,-122.39,370.7,1,1,2018-09-07,2120,A,100,6.0NRT,308.7,108.2,D
41.006,-122.402,343.2,1,1,2018-09-07,2120,A,45,6.0NRT,307.4,34.5,D
41.004,-122.414,341.3,1,1,2018-09-07,2120,A,64,6.0NRT,303.2,31.5,D
41.003,-122.426,355,1,1,2018-09-07,2120,A,97,6.0NRT,301.4,55.9,D
41.001,-122.438,341,1,1,2018-09-07,2120,A,75,6.0NRT,299.5,26.9,D
40.988,-122.534,333.8,1,1,2018-09-07,2120,A,75,6.0NRT,300.8,25.9,D
41.016,-122.393,378.8,1,1,2018-09-07,2120,A,100,6.0NRT,304.9,141.1,D
41.015,-122.404,349.3,1,1,2018-09-07,2120,A,92,6.0NRT,307.7,50,D
41.013,-122.416,374.8,1,1,2018-09-07,2120,A,100,6.0NRT,311.4,122.3,D
41.012,-122.429,481.6,1,1,2018-09-07,2120,A,100,6.0NRT,400.1,1220.6,D
41.01,-122.441,384.8,1,1,2018-09-07,2120,A,100,6.0NRT,314.1,160.2,D
40.997,-122.536,358.2,1,1,2018-09-07,2120,A,99,6.0NRT,303.2,71.9,D
41.022,-122.412,341.7,1,1,2018-09-07,2120,A,91,6.0NRT,303.8,39.4,D
41.021,-122.424,430.3,1,1,2018-09-07,2120,A,100,6.0NRT,321.6,488,D
41.019,-122.436,467,1,1,2018-09-07,2120,A,100,6.0NRT,400.1,964.3,D
41.014,-122.472,325,1,1,2018-09-07,2120,A,44,6.0NRT,298.8,13.6,D
41.003,-122.555,334.2,1,1,2018-09-07,2120,A,46,6.0NRT,304.1,24,D
41.031,-122.414,341.7,1,1,2018-09-07,2120,A,91,6.0NRT,296.7,40.2,D
41.03,-122.426,403.9,1,1,2018-09-07,2120,A,100,6.0NRT,306.4,274.7,D
41.028,-122.438,377.9,1,1,2018-09-07,2120,A,100,6.0NRT,308.5,138.6,D
41.026,-122.45,346.3,1,1,2018-09-07,2120,A,90,6.0NRT,306.1,44.9,D
41.023,-122.475,353,1,1,2018-09-07,2120,A,96,6.0NRT,304.8,58.4,D
41.021,-122.486,338.5,1,1,2018-09-07,2120,A,58,6.0NRT,304.1,30.1,D
41.01,-122.569,363.6,1,1,2018-09-07,2120,A,100,6.0NRT,306.8,87.2,D
41.008,-122.581,330.3,1,1,2018-09-07,2120,A,54,6.0NRT,303.7,19.6,D
41.037,-122.441,335.5,1,1,2018-09-07,2120,A,87,6.0NRT,299.7,30.9,D
41.035,-122.453,341.7,1,1,2018-09-07,2120,A,66,6.0NRT,299.7,37.8,D
41.034,-122.465,404.4,1,1,2018-09-07,2120,A,100,6.0NRT,309.6,274.4,D
41.019,-122.571,333.5,1,1,2018-09-07,2120,A,37,6.0NRT,308.6,22,D
41.041,-122.479,337.7,1,1,2018-09-07,2120,A,75,6.0NRT,297.4,32.3,D
41.039,-122.491,347.9,1,1,2018-09-07,2120,A,94,6.0NRT,301.1,49.1,D
41.038,-122.502,333.3,1,1,2018-09-07,2120,A,83,6.0NRT,300.9,22,D
41.036,-122.514,334,1,1,2018-09-07,2120,A,83,6.0NRT,301.2,22,D
41.033,-122.538,335.7,1,1,2018-09-07,2120,A,61,6.0NRT,304.6,23.9,D
41.031,-122.55,359.7,1,1,2018-09-07,2120,A,99,6.0NRT,305.4,73.4,D
41.03,-122.562,401.1,1,1,2018-09-07,2120,A,100,6.0NRT,318.3,250.1,D
41.028,-122.573,360.5,1,1,2018-09-07,2120,A,100,6.0NRT,312.4,77.8,D
41.05,-122.481,318.6,1,1,2018-09-07,2120,A,24,6.0NRT,295.5,10.9,D
41.048,-122.493,338.5,1,1,2018-09-07,2120,A,89,6.0NRT,300.6,35.2,D
41.047,-122.505,348.6,1,1,2018-09-07,2120,A,94,6.0NRT,302.9,51.6,D
41.045,-122.516,347.6,1,1,2018-09-07,2120,A,90,6.0NRT,301.9,48.4,D
41.043,-122.528,366.6,1,1,2018-09-07,2120,A,100,6.0NRT,306.8,96.8,D
41.042,-122.54,342.6,1,1,2018-09-07,2120,A,74,6.0NRT,302.4,38.1,D
41.038,-122.564,370.6,1,1,2018-09-07,2120,A,100,6.0NRT,304.7,109.3,D
41.037,-122.576,349.3,1,1,2018-09-07,2120,A,95,6.0NRT,305.8,52.3,D
41.055,-122.507,318.1,1,1,2018-09-07,2120,A,24,6.0NRT,298.4,10.9,D
41.054,-122.519,333.5,1,1,2018-09-07,2120,A,81,6.0NRT,298.6,27.8,D
41.052,-122.531,363.9,1,1,2018-09-07,2120,A,100,6.0NRT,302,92.8,D
41.051,-122.543,323.4,1,1,2018-09-07,2120,A,75,6.0NRT,297.1,15.7,D
41.804,-123.552,327.9,1,1,2018-09-07,2120,A,83,6.0NRT,282.3,25,D
42.324,-123.787,331.4,1,1,2018-09-07,2120,A,87,6.0NRT,296.2,24.2,D
42.323,-123.799,319,1,1,2018-09-07,2120,A,54,6.0NRT,298,10,D
42.452,-123.802,417,1,1,2018-09-07,2120,A,100,6.0NRT,286.1,368.6,D
42.45,-123.814,366.5,1,1,2018-09-07,2120,A,100,6.0NRT,284.6,102.8,D
42.461,-123.805,357.5,1,1,2018-09-07,2120,A,99,6.0NRT,278.5,78.1,D
42.459,-123.817,355.1,1,1,2018-09-07,2120,A,98,6.0NRT,280.9,72.5,D
42.457,-123.829,308.9,1,1,2018-09-07,2120,A,48,6.0NRT,279.3,8.1,D
42.421,-124.08,341.3,1,1,2018-09-07,2120,A,79,6.0NRT,293.1,37.1,D
42.417,-124.104,341.3,1,1,2018-09-07,2120,A,70,6.0NRT,292.5,37.4,D
42.428,-124.095,333.5,1,1,2018-09-07,2120,A,28,6.0NRT,295.1,27.7,D
42.467,-124.012,319.3,1,1,2018-09-07,2120,A,78,6.0NRT,288.4,14.2,D
42.488,-123.93,347.5,1,1,2018-09-07,2120,A,95,6.0NRT,295,51.1,D
43.461,-115.018,352.8,2.3,1.5,2018-09-07,2120,A,96,6.0NRT,291.6,211.1,D
42.527,-123.915,347.5,1,1,2018-09-07,2120,A,89,6.0NRT,288.8,48,D
42.536,-123.918,402.9,1,1,2018-09-07,2120,A,100,6.0NRT,293.3,263.7,D
42.534,-123.93,460.6,1,1,2018-09-07,2120,A,100,6.0NRT,311.6,851.2,D
42.533,-123.942,377.1,1,1,2018-09-07,2120,A,100,6.0NRT,297.5,135.5,D
42.545,-123.92,338.5,1,1,2018-09-07,2120,A,46,6.0NRT,287.6,35.7,D
43.501,-115.026,352,2.3,1.5,2018-09-07,2120,A,96,6.0NRT,289.2,203.6,D
43.5,-115.006,324.6,2.3,1.5,2018-09-07,2120,A,57,6.0NRT,288.1,57.6,D
43.498,-115.033,343,2.3,1.5,2018-09-07,2120,A,91,6.0NRT,289.3,145.4,D
42.868,-122.723,309.4,1,1,2018-09-07,2120,A,67,6.0NRT,289.8,7.8,D
43.833,-121.116,346.7,1.1,1.1,2018-09-07,2120,A,95,6.0NRT,287.9,64.8,D
43.831,-121.13,319.9,1.1,1.1,2018-09-07,2120,A,80,6.0NRT,284.2,19.2,D
44.071,-122.174,310.1,1.1,1,2018-09-07,2120,A,57,6.0NRT,278.9,10.4,D
44.087,-122.183,309.4,1.1,1,2018-09-07,2120,A,41,6.0NRT,283.2,9.6,D
44.913,-115.621,316.6,2.2,1.4,2018-09-07,2120,A,58,6.0NRT,296.3,30.2,D
44.903,-122.71,322.1,1.1,1,2018-09-07,2120,A,28,6.0NRT,307.4,11,D
45.463,-118.875,326.7,1.5,1.2,2018-09-07,2120,A,69,6.0NRT,313.8,14.8,D
46.551,-116.519,320.1,2.1,1.4,2018-09-07,2120,A,41,6.0NRT,287.3,39,D
46.73,-114.9,339.7,2.5,1.5,2018-09-07,2120,A,84,6.0NRT,290.7,157.9,D
46.728,-114.928,364.2,2.5,1.5,2018-09-07,2120,A,0,6.0NRT,276.4,374.7,D
46.743,-114.902,335,2.5,1.5,2018-09-07,2120,A,86,6.0NRT,291.2,128.1,D
46.742,-114.932,376,2.5,1.5,2018-09-07,2120,A,75,6.0NRT,286.5,526.5,D
46.737,-114.909,359.8,2.5,1.5,2018-09-07,2120,A,94,6.0NRT,290.8,326.6,D
46.735,-114.937,363.2,2.5,1.5,2018-09-07,2120,A,0,6.0NRT,276.5,361.8,D
46.75,-114.911,358.4,2.5,1.5,2018-09-07,2120,A,99,6.0NRT,292.1,313.8,D
46.749,-114.942,354.4,2.5,1.5,2018-09-07,2120,A,73,6.0NRT,286.3,274.1,D
46.569,-121.403,315.3,1.2,1.1,2018-09-07,2120,A,33,6.0NRT,298.1,11.8,D
46.578,-121.406,324,1.2,1.1,2018-09-07,2120,A,76,6.0NRT,297.5,23.3,D
47.495,-113.209,346.4,3.2,1.7,2018-09-07,2120,A,93,6.0NRT,301,271.5,D
47.494,-113.249,327.8,3.2,1.7,2018-09-07,2120,A,81,6.0NRT,301.2,113.6,D
47.494,-113.216,342.8,3.2,1.7,2018-09-07,2120,A,91,6.0NRT,302,232.3,D
47.492,-113.259,313.7,3.2,1.7,2018-09-07,2120,A,35,6.0NRT,299.8,36.1,D
47.011,-121.709,314.9,1.2,1.1,2018-09-07,2120,A,64,6.0NRT,294.1,14.8,D
47.748,-113.213,334.8,3.2,1.7,2018-09-07,2120,A,86,6.0NRT,297.6,162.1,D
47.761,-113.178,321.9,3.2,1.7,2018-09-07,2120,A,48,6.0NRT,293.9,79,D
47.759,-113.22,322.7,3.2,1.7,2018-09-07,2120,A,43,6.0NRT,297.2,81.3,D
47.873,-115.926,327.4,2.3,1.5,2018-09-07,2120,A,79,6.0NRT,297.7,74.6,D
47.871,-115.954,316.7,2.3,1.5,2018-09-07,2120,A,61,6.0NRT,302.4,37.6,D
47.793,-120.552,329.1,1.3,1.1,2018-09-07,2120,A,82,6.0NRT,305.9,28.8,D
47.858,-120.59,325.1,1.3,1.1,2018-09-07,2120,A,79,6.0NRT,295.4,27.8,D
