latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
45.28028,-66.01587,300.2,0.47,0.4,2018-09-07,0606,N,nominal,1.0NRT,277.2,1.1,N
45.8405,-73.24905,317.5,0.34,0.56,2018-09-07,0606,N,nominal,1.0NRT,283.6,1.6,N
45.83552,-73.25401,300.9,0.34,0.56,2018-09-07,0606,N,nominal,1.0NRT,281.5,1.1,N
45.8353,-73.24953,311,0.34,0.56,2018-09-07,0606,N,nominal,1.0NRT,284,1.1,N
45.64423,-73.52267,299.2,0.35,0.56,2018-09-07,0606,N,nominal,1.0NRT,286.2,0.5,N
40.32856,-79.90977,297.5,0.67,0.74,2018-09-07,0606,N,nominal,1.0NRT,276.9,0.5,N
39.9696,-75.82207,300.7,0.41,0.61,2018-09-07,0606,N,nominal,1.0NRT,285.9,0.6,N
39.94237,-76.81844,300.5,0.46,0.64,2018-09-07,0606,N,nominal,1.0NRT,286.5,1.6,N
37.42849,-76.94378,305.4,0.45,0.63,2018-09-07,0606,N,nominal,1.0NRT,290.4,0.6,N
37.3807,-80.66366,304.7,0.72,0.75,2018-09-07,0606,N,nominal,1.0NRT,287.2,1.4,N
36.89157,-78.64243,302.1,0.55,0.68,2018-09-07,0606,N,nominal,1.0NRT,289.6,0.7,N
36.74001,-81.17603,301.5,0.76,0.77,2018-09-07,0606,N,nominal,1.0NRT,276,1,N
36.73278,-81.177,299,0.76,0.77,2018-09-07,0606,N,nominal,1.0NRT,278.2,0.7,N
36.35458,-76.80781,317.1,0.43,0.62,2018-09-07,0606,N,nominal,1.0NRT,289.8,1.9,N
35.71525,-79.12046,306.3,0.58,0.69,2018-09-07,0606,N,nominal,1.0NRT,288.1,0.6,N
35.7163,-79.1216,304.5,0.58,0.69,2018-09-07,0606,N,nominal,1.0NRT,288.4,0.8,N
35.50196,-80.33504,302.4,0.67,0.74,2018-09-07,0606,N,nominal,1.0NRT,287.5,1.2,N
34.37426,-79.88904,300.1,0.62,0.72,2018-09-07,0606,N,nominal,1.0NRT,286.8,1.1,N
34.37828,-79.89139,299.9,0.62,0.72,2018-09-07,0606,N,nominal,1.0NRT,287.1,0.7,N
33.96049,-81.0537,307.7,0.72,0.76,2018-09-07,0606,N,nominal,1.0NRT,286.6,2.2,N
33.01505,-79.88612,309.2,0.61,0.71,2018-09-07,0606,N,nominal,1.0NRT,290.2,2.1,N
33.01187,-79.8876,314.8,0.61,0.71,2018-09-07,0606,N,nominal,1.0NRT,290,1.3,N
33.00494,-79.88121,303.4,0.61,0.71,2018-09-07,0606,N,nominal,1.0NRT,290.3,1.3,N
27.72822,-81.99876,303.8,0.74,0.76,2018-09-07,0606,N,nominal,1.0NRT,284.2,3.5,N
48.18818,-64.922,297.1,0.47,0.39,2018-09-07,0600,N,nominal,1.0NRT,282.8,0.8,N
46.57943,-80.80037,296.5,0.77,0.78,2018-09-07,0600,N,nominal,1.0NRT,280.6,2.1,N
46.57967,-80.79026,295.5,0.77,0.78,2018-09-07,0600,N,nominal,1.0NRT,279.5,2.1,N
46.58008,-80.79282,301.5,0.77,0.78,2018-09-07,0600,N,nominal,1.0NRT,279.9,2.4,N
46.57277,-80.793,306.3,0.77,0.78,2018-09-07,0600,N,nominal,1.0NRT,280.8,2.4,N
46.04509,-73.14474,296.5,0.33,0.56,2018-09-07,0600,N,nominal,1.0NRT,276.7,1.5,N
19.56492,-71.00857,305.5,0.42,0.38,2018-09-07,0612,N,nominal,1.0NRT,291.1,1.1,N
18.92898,-70.35232,329.1,0.4,0.37,2018-09-07,0612,N,nominal,1.0NRT,286.5,3.5,N
18.92954,-70.3561,315.6,0.4,0.37,2018-09-07,0612,N,nominal,1.0NRT,284.2,3.5,N
18.92561,-70.35282,330.8,0.4,0.37,2018-09-07,0612,N,nominal,1.0NRT,285.2,3.5,N
18.92618,-70.35661,308.4,0.4,0.37,2018-09-07,0612,N,nominal,1.0NRT,283.4,3.5,N
18.50858,-69.34135,300.3,0.38,0.36,2018-09-07,0612,N,nominal,1.0NRT,284.6,0.5,N
20.94544,-89.66284,313.5,0.51,0.41,2018-09-07,0754,N,nominal,1.0NRT,292.7,1.9,N
20.50328,-97.59538,301.3,0.48,0.4,2018-09-07,0754,N,nominal,1.0NRT,274.2,0.6,N
20.46301,-97.54638,299.1,0.47,0.4,2018-09-07,0754,N,nominal,1.0NRT,272.6,0.9,N
20.45949,-97.54456,297.6,0.47,0.4,2018-09-07,0754,N,nominal,1.0NRT,271.6,0.5,N
19.56619,-92.23805,343.9,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,291.4,7.3,N
19.56554,-92.23415,307,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,291,7.3,N
19.52332,-92.18863,336.8,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,291,5.6,N
19.5181,-92.15732,323.6,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,291.5,2.2,N
19.51744,-92.1534,306.8,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290.8,2.2,N
19.44149,-92.03783,319.6,0.42,0.37,2018-09-07,0754,N,nominal,1.0NRT,289.3,2.5,N
19.43739,-92.03452,319.8,0.42,0.37,2018-09-07,0754,N,nominal,1.0NRT,289.6,2.7,N
19.43106,-92.08052,309.1,0.42,0.37,2018-09-07,0754,N,nominal,1.0NRT,287,1.1,N
19.42696,-92.07722,305.9,0.42,0.37,2018-09-07,0754,N,nominal,1.0NRT,287.8,1.6,N
19.39966,-92.04165,306.4,0.42,0.37,2018-09-07,0754,N,nominal,1.0NRT,287.4,2.3,N
19.39623,-92.04229,332.9,0.42,0.37,2018-09-07,0754,N,nominal,1.0NRT,288.5,2.3,N
19.39691,-92.04101,334,0.42,0.38,2018-09-07,0754,N,nominal,1.0NRT,288.9,6.7,N
19.39348,-92.04166,335,0.42,0.38,2018-09-07,0754,N,nominal,1.0NRT,290.3,6.7,N
19.39414,-92.04562,310.4,0.42,0.37,2018-09-07,0754,N,nominal,1.0NRT,288,7.6,N
19.36622,-92.00594,325.5,0.42,0.38,2018-09-07,0754,N,nominal,1.0NRT,289.7,3.1,N
19.30107,-92.19994,313.3,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,287,1.7,N
19.29306,-92.17314,331.3,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,289,5.6,N
19.24346,-92.25509,329.2,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290.4,2.8,N
19.2428,-92.25118,326.7,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290.4,2.8,N
19.24005,-92.25573,311.8,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290,1.7,N
19.23939,-92.25182,312.8,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290.1,1.7,N
18.87113,-92.62358,338.1,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,291.9,11.8,N
18.87177,-92.6274,308.3,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290.4,3.4,N
18.87049,-92.61976,306.9,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290.5,11.8,N
18.86774,-92.62421,338,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290.7,5,N
19.34428,-96.7046,301.9,0.43,0.38,2018-09-07,0754,N,nominal,1.0NRT,287.4,0.6,N
18.64685,-92.39339,306.1,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,288.4,1.2,N
19.18147,-96.23474,316.2,0.41,0.37,2018-09-07,0754,N,nominal,1.0NRT,290.5,1.5,N
18.9684,-97.96359,311.8,0.48,0.4,2018-09-07,0754,N,nominal,1.0NRT,286.4,1.9,N
18.87089,-97.65968,296.2,0.46,0.39,2018-09-07,0754,N,nominal,1.0NRT,277.8,1.1,N
18.21822,-93.89307,305.4,0.39,0.36,2018-09-07,0754,N,nominal,1.0NRT,292.7,0.7,N
18.20593,-94.00739,319,0.39,0.36,2018-09-07,0754,N,nominal,1.0NRT,292.8,5.2,N
18.20262,-94.00798,331.5,0.39,0.36,2018-09-07,0754,N,nominal,1.0NRT,294.3,5.2,N
18.13192,-94.20259,323.3,0.38,0.36,2018-09-07,0754,N,nominal,1.0NRT,291.7,1.7,N
18.10884,-94.39631,340.5,0.38,0.36,2018-09-07,0754,N,nominal,1.0NRT,293.9,6.2,N
18.10083,-94.34567,322.1,0.38,0.36,2018-09-07,0754,N,nominal,1.0NRT,293.3,2.3,N
17.91397,-93.3766,305.1,0.39,0.37,2018-09-07,0754,N,nominal,1.0NRT,287.3,1.4,N
17.9136,-93.52113,308.4,0.39,0.36,2018-09-07,0754,N,nominal,1.0NRT,287.2,1.2,N
17.91027,-93.52172,333.7,0.39,0.36,2018-09-07,0754,N,nominal,1.0NRT,288.2,3.9,N
17.97974,-94.11716,322.7,0.39,0.36,2018-09-07,0754,N,nominal,1.0NRT,287,2.4,N
17.98991,-94.52423,323.9,0.38,0.36,2018-09-07,0754,N,nominal,1.0NRT,294.1,2.6,N
17.98444,-94.5326,308.7,0.38,0.36,2018-09-07,0754,N,nominal,1.0NRT,295.2,1.9,N
17.98387,-94.52898,313.3,0.38,0.36,2018-09-07,0754,N,nominal,1.0NRT,294.3,2,N
17.97669,-94.52651,317.9,0.38,0.36,2018-09-07,0754,N,nominal,1.0NRT,294.2,2.1,N
17.97225,-94.51986,309.1,0.38,0.36,2018-09-07,0754,N,nominal,1.0NRT,293.8,2,N
17.79934,-93.9429,316,0.39,0.36,2018-09-07,0754,N,nominal,1.0NRT,286.7,0.6,N
43.63498,-104.55643,297.5,0.64,0.72,2018-09-07,0748,N,nominal,1.0NRT,283,1.2,N
39.58593,-75.63583,306.9,0.4,0.6,2018-09-07,0748,N,nominal,1.0NRT,288.6,1.6,N
43.49614,-105.40084,299.9,0.7,0.75,2018-09-07,0748,N,nominal,1.0NRT,283,1.8,N
43.49868,-105.39683,300.6,0.7,0.75,2018-09-07,0748,N,nominal,1.0NRT,282.4,1.6,N
40.39428,-79.85516,301.4,0.48,0.48,2018-09-07,0748,N,nominal,1.0NRT,274.4,2.1,N
39.55983,-77.17106,298.9,0.34,0.56,2018-09-07,0748,N,nominal,1.0NRT,269.2,0.5,N
42.84778,-105.21122,296.1,0.69,0.74,2018-09-07,0748,N,nominal,1.0NRT,281.6,0.6,N
39.59558,-81.10558,308.1,0.43,0.46,2018-09-07,0748,N,nominal,1.0NRT,283.6,0.8,N
39.42056,-80.63169,299.4,0.46,0.47,2018-09-07,0748,N,nominal,1.0NRT,283.6,0.5,N
38.77839,-79.39345,297.4,0.55,0.51,2018-09-07,0748,N,nominal,1.0NRT,285,0.8,N
37.53777,-76.80537,306.7,0.4,0.6,2018-09-07,0748,N,nominal,1.0NRT,292.3,1.3,N
41.26845,-105.60489,296.1,0.71,0.75,2018-09-07,0748,N,nominal,1.0NRT,279.9,1.2,N
37.18149,-77.44929,308.7,0.38,0.59,2018-09-07,0748,N,nominal,1.0NRT,291.6,0.8,N
37.18039,-77.44515,306.4,0.38,0.59,2018-09-07,0748,N,nominal,1.0NRT,291.3,0.8,N
36.89573,-78.64135,323.6,0.33,0.55,2018-09-07,0748,N,nominal,1.0NRT,290.9,1.4,N
37.38184,-80.6667,317.4,0.51,0.49,2018-09-07,0748,N,nominal,1.0NRT,287.1,3.3,N
37.3815,-80.66737,306.6,0.51,0.49,2018-09-07,0748,N,nominal,1.0NRT,286.4,1.9,N
36.89322,-78.64076,318.4,0.33,0.55,2018-09-07,0748,N,nominal,1.0NRT,290.6,1.2,N
36.3562,-76.80814,301.7,0.43,0.62,2018-09-07,0748,N,nominal,1.0NRT,288.9,1.1,N
36.64508,-80.71411,302.4,0.52,0.5,2018-09-07,0748,N,nominal,1.0NRT,288.2,1.3,N
36.64363,-80.70802,303.2,0.53,0.5,2018-09-07,0748,N,nominal,1.0NRT,288.4,0.8,N
36.73927,-81.17545,300.7,0.49,0.49,2018-09-07,0748,N,nominal,1.0NRT,283.4,0.9,N
36.73487,-81.17685,303,0.49,0.49,2018-09-07,0748,N,nominal,1.0NRT,282.5,0.9,N
36.32991,-79.82822,298.9,0.59,0.53,2018-09-07,0748,N,nominal,1.0NRT,282.9,1.2,N
38.22131,-91.73422,302.2,0.42,0.38,2018-09-07,0748,N,nominal,1.0NRT,287.6,0.3,N
35.71347,-79.11736,301.9,0.34,0.56,2018-09-07,0748,N,nominal,1.0NRT,289.8,0.3,N
38.05211,-92.47874,317.1,0.44,0.38,2018-09-07,0748,N,nominal,1.0NRT,285.5,1.5,N
35.50452,-80.32974,304,0.58,0.52,2018-09-07,0748,N,nominal,1.0NRT,289.5,1.5,N
35.9792,-83.9535,311,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,290.5,0.8,N
38.2413,-104.61199,299.4,0.61,0.71,2018-09-07,0748,N,nominal,1.0NRT,278.3,3,N
36.54012,-87.65508,299,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,276.6,0.4,N
36.53676,-87.65597,300.6,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,275.9,0.4,N
34.83895,-79.74284,306.6,0.33,0.55,2018-09-07,0748,N,nominal,1.0NRT,289.3,0.8,N
34.83809,-79.73937,309.2,0.33,0.55,2018-09-07,0748,N,nominal,1.0NRT,289.6,0.8,N
34.73221,-79.69696,302.3,0.33,0.55,2018-09-07,0748,N,nominal,1.0NRT,288.6,0.3,N
35.07937,-81.57552,306.5,0.51,0.49,2018-09-07,0748,N,nominal,1.0NRT,290.2,1.1,N
35.07494,-81.5771,305.6,0.51,0.49,2018-09-07,0748,N,nominal,1.0NRT,289.8,1.1,N
35.93513,-89.71193,309.5,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,281.7,0.8,N
35.89774,-89.77792,300.6,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,283.5,0.3,N
35.7649,-88.97413,305.3,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,280.3,0.8,N
35.89117,-89.7795,337,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,285.3,4.5,N
35.73007,-88.80531,306.2,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,281.3,0.6,N
35.72748,-88.8104,316.3,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,284.4,1.3,N
35.72677,-88.80613,308.4,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,280.7,1.3,N
34.9416,-85.70455,304.9,0.48,0.4,2018-09-07,0748,N,nominal,1.0NRT,291.7,1,N
35.80117,-90.71988,310,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,281.8,1,N
35.64771,-89.9329,334.2,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,286.3,2.9,N
35.64507,-89.93789,304.8,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,285.6,0.9,N
36.04193,-93.96383,308,0.48,0.4,2018-09-07,0748,N,nominal,1.0NRT,288.3,0.9,N
35.20602,-88.40647,304.8,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,290,0.7,N
35.20537,-88.40887,307.6,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,289.9,0.5,N
34.56704,-86.36769,304,0.46,0.39,2018-09-07,0748,N,nominal,1.0NRT,290.3,0.4,N
33.79905,-82.82661,303.3,0.47,0.48,2018-09-07,0748,N,nominal,1.0NRT,289.8,0.6,N
34.80437,-88.32447,314.2,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,290.6,0.9,N
33.01696,-79.88641,322.4,0.35,0.57,2018-09-07,0748,N,nominal,1.0NRT,289.7,2.1,N
33.01604,-79.88271,326.9,0.35,0.57,2018-09-07,0748,N,nominal,1.0NRT,289.8,2.1,N
33.01186,-79.88818,320.5,0.35,0.57,2018-09-07,0748,N,nominal,1.0NRT,290.3,3.2,N
33.01094,-79.88448,337.3,0.35,0.57,2018-09-07,0748,N,nominal,1.0NRT,290.3,3.2,N
33.00398,-79.87887,307.2,0.35,0.57,2018-09-07,0748,N,nominal,1.0NRT,291.1,1.5,N
35.04578,-90.16337,308.4,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,284.7,1.7,N
35.59545,-94.8317,307.8,0.51,0.41,2018-09-07,0748,N,nominal,1.0NRT,289.5,1.4,N
34.64713,-89.66297,310.9,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,285.2,1.1,N
33.42638,-85.51283,328.6,0.52,0.42,2018-09-07,0748,N,nominal,1.0NRT,291.2,3.7,N
33.53476,-86.75742,306.7,0.46,0.39,2018-09-07,0748,N,nominal,1.0NRT,280.1,1.9,N
33.29409,-85.97534,304,0.5,0.41,2018-09-07,0748,N,nominal,1.0NRT,291,1.5,N
33.22115,-86.8169,310.4,0.46,0.39,2018-09-07,0748,N,nominal,1.0NRT,291.3,1.6,N
33.21654,-86.79248,313.8,0.46,0.39,2018-09-07,0748,N,nominal,1.0NRT,291.2,2.4,N
34.37794,-94.25701,309.2,0.47,0.4,2018-09-07,0748,N,nominal,1.0NRT,285.6,1.1,N
34.37429,-94.25771,300.7,0.47,0.4,2018-09-07,0748,N,nominal,1.0NRT,285.3,1.1,N
34.37366,-94.25256,307.7,0.47,0.4,2018-09-07,0748,N,nominal,1.0NRT,284.7,1.1,N
33.44059,-88.57291,304.2,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,289,1.2,N
33.43984,-88.5686,319.3,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,289.5,1.2,N
33.23053,-87.51376,315.4,0.44,0.38,2018-09-07,0748,N,nominal,1.0NRT,290,2.2,N
33.09133,-86.80685,305.4,0.46,0.39,2018-09-07,0748,N,nominal,1.0NRT,286.3,1.1,N
32.75067,-85.26155,316.7,0.55,0.43,2018-09-07,0748,N,nominal,1.0NRT,290.5,2.2,N
32.75085,-85.26241,321.2,0.55,0.43,2018-09-07,0748,N,nominal,1.0NRT,290.6,2.7,N
34.09521,-94.24531,309.4,0.47,0.4,2018-09-07,0748,N,nominal,1.0NRT,288.6,0.8,N
34.09222,-94.25105,311,0.47,0.4,2018-09-07,0748,N,nominal,1.0NRT,288.8,1.5,N
32.5786,-85.56001,304.5,0.54,0.42,2018-09-07,0748,N,nominal,1.0NRT,290.8,0.9,N
32.43208,-84.97485,310.9,0.38,0.43,2018-09-07,0748,N,nominal,1.0NRT,291.7,0.8,N
33.09256,-89.02449,305,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,285.2,1.1,N
33.79543,-93.89771,302.7,0.45,0.39,2018-09-07,0748,N,nominal,1.0NRT,287.6,0.8,N
32.1777,-85.02842,304.2,0.39,0.44,2018-09-07,0748,N,nominal,1.0NRT,292.6,0.7,N
33.67448,-96.0264,330.9,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,287.5,2.8,N
33.67513,-96.03244,307.4,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,286.3,2.8,N
33.67653,-96.02732,318.2,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,287,4.1,N
33.67257,-96.02796,333.3,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,287.1,4.1,N
33.67326,-96.034,314.9,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,286.6,2.7,N
33.66862,-96.02862,321.1,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,286.6,3.2,N
33.66794,-96.0226,341.9,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,288,3.2,N
33.66726,-96.01656,306.9,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,286.3,1.6,N
33.66467,-96.02925,307.9,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,285.7,3.2,N
33.66399,-96.02323,303.5,0.56,0.43,2018-09-07,0748,N,nominal,1.0NRT,285.9,3.2,N
31.1901,-83.33263,302,0.5,0.49,2018-09-07,0748,N,nominal,1.0NRT,290,0.6,N
31.10005,-84.31248,317.3,0.44,0.46,2018-09-07,0748,N,nominal,1.0NRT,292.1,1.5,N
31.58238,-87.48892,303.6,0.46,0.39,2018-09-07,0748,N,nominal,1.0NRT,290.6,0.8,N
30.82895,-84.1543,303.3,0.46,0.47,2018-09-07,0748,N,nominal,1.0NRT,291.5,0.6,N
30.285,-81.98022,302.8,0.62,0.54,2018-09-07,0748,N,nominal,1.0NRT,288.4,1,N
30.87189,-85.00317,304.9,0.41,0.45,2018-09-07,0748,N,nominal,1.0NRT,291.2,1.1,N
30.91755,-85.36545,303.8,0.39,0.44,2018-09-07,0748,N,nominal,1.0NRT,290.6,0.6,N
32.42906,-95.38393,302.9,0.5,0.41,2018-09-07,0748,N,nominal,1.0NRT,289.8,0.8,N
30.37828,-83.97265,303.1,0.48,0.48,2018-09-07,0748,N,nominal,1.0NRT,291.1,0.7,N
30.22074,-85.64735,305.8,0.39,0.44,2018-09-07,0748,N,nominal,1.0NRT,290.1,0.9,N
29.48735,-82.56121,304,0.6,0.53,2018-09-07,0748,N,nominal,1.0NRT,289.4,0.9,N
31.67406,-95.31738,317.7,0.49,0.4,2018-09-07,0748,N,nominal,1.0NRT,290.7,3.9,N
31.67034,-95.31801,304.8,0.49,0.4,2018-09-07,0748,N,nominal,1.0NRT,289.6,2.2,N
31.67352,-95.31953,312.5,0.49,0.4,2018-09-07,0748,N,nominal,1.0NRT,290.2,1.9,N
31.67287,-95.31435,312,0.49,0.4,2018-09-07,0748,N,nominal,1.0NRT,289.9,1.9,N
31.6698,-95.32016,305,0.49,0.4,2018-09-07,0748,N,nominal,1.0NRT,289.8,1.1,N
31.70775,-97.59129,306.5,0.43,0.46,2018-09-07,0748,N,nominal,1.0NRT,284.7,1.3,N
31.483,-97.24072,303.1,0.41,0.45,2018-09-07,0748,N,nominal,1.0NRT,285.7,1,N
31.35295,-96.1702,317.6,0.53,0.42,2018-09-07,0748,N,nominal,1.0NRT,290.1,2,N
31.14044,-94.42719,311.5,0.45,0.39,2018-09-07,0748,N,nominal,1.0NRT,290.1,1.3,N
31.35277,-96.17188,317.4,0.53,0.42,2018-09-07,0748,N,nominal,1.0NRT,289.9,2.7,N
30.75079,-92.25518,317.8,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,291.9,1.5,N
30.58451,-91.23909,329.5,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,291.8,1.6,N
30.58514,-91.24308,314.9,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,291,3.2,N
31.77881,-101.9512,303.8,0.38,0.59,2018-09-07,0748,N,nominal,1.0NRT,282.8,1,N
30.58121,-91.23978,309.9,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,290.5,1.6,N
31.77821,-101.94958,310.9,0.38,0.59,2018-09-07,0748,N,nominal,1.0NRT,283.2,1.3,N
31.19222,-96.05686,303.3,0.52,0.42,2018-09-07,0748,N,nominal,1.0NRT,289.6,0.6,N
30.48299,-91.1771,306.1,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,292.5,1.6,N
30.32636,-91.23648,338.4,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,295,13.2,N
30.32306,-91.23717,329.7,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,291.7,13.2,N
30.32998,-91.28089,309.9,0.38,0.36,2018-09-07,0748,N,nominal,1.0NRT,291.2,1.3,N
30.18878,-90.98883,307.7,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,291.5,0.8,N
30.13638,-90.91772,313.3,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,291.8,1.5,N
30.10878,-90.89482,306.4,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,292.2,1.7,N
30.06121,-90.66562,310.3,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,292.5,1.3,N
30.95575,-97.49875,296.7,0.41,0.45,2018-09-07,0748,N,nominal,1.0NRT,279.4,0.4,N
29.99562,-90.39317,303.4,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,287.6,0.6,N
29.98801,-90.44425,305.8,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,291.4,0.9,N
29.97806,-90.44643,305.7,0.39,0.36,2018-09-07,0748,N,nominal,1.0NRT,290.8,0.8,N
29.68526,-89.97406,306.1,0.4,0.37,2018-09-07,0748,N,nominal,1.0NRT,290.7,2,N
30.43249,-99.14452,306.9,0.51,0.49,2018-09-07,0748,N,nominal,1.0NRT,286.7,1.5,N
30.43197,-99.13911,301.8,0.51,0.49,2018-09-07,0748,N,nominal,1.0NRT,286.6,0.8,N
29.06977,-95.75135,307.6,0.48,0.4,2018-09-07,0748,N,nominal,1.0NRT,293.4,2.3,N
28.40616,-98.63461,301,0.45,0.47,2018-09-07,0748,N,nominal,1.0NRT,284.9,1.7,N
24.42717,-98.00204,303.3,0.55,0.43,2018-09-07,0748,N,nominal,1.0NRT,288,0.9,N
24.12885,-99.20189,334.7,0.43,0.46,2018-09-07,0748,N,nominal,1.0NRT,288,3.5,N
24.12511,-99.2067,306.1,0.43,0.46,2018-09-07,0748,N,nominal,1.0NRT,287.5,1.1,N
24.12463,-99.20247,311.3,0.43,0.46,2018-09-07,0748,N,nominal,1.0NRT,287,1.1,N
24.03643,-99.10732,321.4,0.42,0.45,2018-09-07,0748,N,nominal,1.0NRT,284,2.9,N
46.04404,-73.14114,321.6,0.35,0.56,2018-09-07,0742,N,nominal,1.0NRT,287.3,2.6,N
45.8352,-73.25272,323.4,0.35,0.57,2018-09-07,0742,N,nominal,1.0NRT,285.4,2.8,N
45.82174,-73.26561,297.4,0.35,0.57,2018-09-07,0742,N,nominal,1.0NRT,285.9,0.6,N
45.82147,-73.26453,296.7,0.35,0.57,2018-09-07,0742,N,nominal,1.0NRT,285.8,0.7,N
45.78118,-73.91131,296.7,0.33,0.55,2018-09-07,0742,N,nominal,1.0NRT,280.5,0.2,N
46.49043,-81.03218,300.8,0.48,0.4,2018-09-07,0742,N,nominal,1.0NRT,285,0.9,N
46.47636,-81.05784,299.6,0.48,0.4,2018-09-07,0742,N,nominal,1.0NRT,283,0.6,N
46.47279,-81.05931,295.8,0.48,0.4,2018-09-07,0742,N,nominal,1.0NRT,283.5,0.6,N
46.47357,-81.05944,303.9,0.48,0.4,2018-09-07,0742,N,nominal,1.0NRT,283.9,0.9,N
48.54381,-103.49215,297.8,0.59,0.7,2018-09-07,0742,N,nominal,1.0NRT,282.8,0.5,N
48.54644,-103.49596,298.7,0.59,0.7,2018-09-07,0742,N,nominal,1.0NRT,283,0.8,N
48.46052,-103.5712,304.5,0.59,0.7,2018-09-07,0742,N,nominal,1.0NRT,282.4,1.3,N
48.40392,-103.4156,295.5,0.58,0.7,2018-09-07,0742,N,nominal,1.0NRT,282.6,1.8,N
48.39751,-103.3316,298.1,0.58,0.7,2018-09-07,0742,N,nominal,1.0NRT,282.4,0.8,N
48.28641,-102.50381,302.3,0.53,0.67,2018-09-07,0742,N,nominal,1.0NRT,282.7,0.7,N
48.26821,-102.66998,296.6,0.54,0.68,2018-09-07,0742,N,nominal,1.0NRT,282.6,0.9,N
48.2298,-103.2481,298.2,0.57,0.69,2018-09-07,0742,N,nominal,1.0NRT,282.8,0.8,N
48.27267,-102.66822,305,0.54,0.68,2018-09-07,0742,N,nominal,1.0NRT,282.7,1.7,N
48.23059,-103.24563,296.3,0.57,0.69,2018-09-07,0742,N,nominal,1.0NRT,282.7,0.4,N
48.22409,-103.24593,302.4,0.57,0.69,2018-09-07,0742,N,nominal,1.0NRT,282.4,1,N
48.17195,-103.3189,341.9,0.58,0.7,2018-09-07,0742,N,nominal,1.0NRT,284.4,5.8,N
48.17194,-103.32693,298.8,0.58,0.7,2018-09-07,0742,N,nominal,1.0NRT,282.9,5.4,N
